Order ID,Order Date,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region,Segment,Profit Margin,Price per Unit,High Discount,Month
a8f74615-7d1b-4ec0-b053-8a68ce48a78b,2024-12-25,Purpose Furniture,Furniture,Tables,105.96,7,0.2,12.03,West,Consumer,0.11353340883352209,15.137142857142857,No,2024-12
414a2b8b-e29f-4ed4-bef0-332d9a141509,2025-02-22,Could Furniture,Furniture,Bookcases,656.92,2,0.0,72.52,East,Home Office,0.11039395969067771,328.46,No,2025-02
d1bf3db0-ca65-40b5-aaf3-040f28bb7558,2024-11-18,Few Furniture,Furniture,Chairs,198.31,8,0.1,22.47,West,Consumer,0.11330744793505118,24.78875,No,2024-11
ea1adc3e-93a1-4ece-b996-bdddc78db1b7,2025-05-17,Society Furniture,Furniture,Tables,448.7,9,0.0,25.84,West,Consumer,0.05758858925785603,49.855555555555554,No,2025-05
ef839cfa-f3fe-4d33-b769-45cc4bd00728,2025-05-08,Late Office Supplies,Office Supplies,Paper,174.65,8,0.3,14.33,East,Consumer,0.08204981391354137,21.83125,Yes,2025-05
4e691045-4851-4cf6-9f19-5b238e7371bd,2025-05-20,Reveal Furniture,Furniture,Chairs,12.13,7,0.2,2.29,West,Corporate,0.18878812860676009,1.7328571428571429,No,2025-05
5deeae58-45d8-4377-9cd2-d8c098867d50,2024-12-24,Effect Furniture,Furniture,Tables,957.74,9,0.3,70.13,South,Home Office,0.0732244659302107,106.41555555555556,Yes,2024-12
22f3647d-4869-4b26-8194-ee77aaefd8a5,2024-07-18,Huge Furniture,Furniture,Chairs,738.38,1,0.2,43.25,East,Home Office,0.0585741758985888,738.38,No,2024-07
8c00fb26-1da6-4d39-91a0-3a0f191e73b4,2025-05-26,At Office Supplies,Office Supplies,Binders,961.17,2,0.1,57.94,West,Consumer,0.060280699564072955,480.585,No,2025-05
5a7bd3dd-a291-49f8-8d23-a06ddb635d54,2024-09-26,Ok Technology,Technology,Copiers,128.69,10,0.1,17.61,West,Corporate,0.13684046934493743,12.869,No,2024-09
3bc094c3-2a1a-4ebc-a99e-bbe2aa3e0c99,2024-11-02,Table Technology,Technology,Copiers,660.8,10,0.2,125.69,East,Corporate,0.1902088377723971,66.08,No,2024-11
37ac53ee-79e4-4e97-b228-8c85e0c2255e,2025-03-24,Big Technology,Technology,Copiers,272.96,3,0.2,32.37,Central,Consumer,0.1185888042203986,90.98666666666666,No,2025-03
321a6b6a-442c-447d-82c6-702ff677132b,2025-01-13,Opportunity Technology,Technology,Phones,998.47,2,0.0,130.45,South,Home Office,0.13064989433833765,499.235,No,2025-01
dd19f5f7-f8fe-4ca6-a75b-ad5256bc46c2,2024-08-29,Actually Office Supplies,Office Supplies,Binders,882.06,4,0.2,81.81,West,Corporate,0.09274879259914293,220.515,No,2024-08
fe7b3969-b736-414b-a335-7d96d1fde2fb,2024-10-08,Century Furniture,Furniture,Bookcases,984.01,9,0.0,147.78,Central,Home Office,0.1501814005955224,109.33444444444444,No,2024-10
448dd1ca-f8b8-4b0f-9c91-c815d84fe7d4,2024-07-31,Give Office Supplies,Office Supplies,Binders,271.82,2,0.1,24.7,East,Consumer,0.09086895739827827,135.91,No,2024-07
ed7a2bef-50d0-4db0-ad49-7e4e3234c977,2024-10-07,Necessary Office Supplies,Office Supplies,Paper,690.62,5,0.3,60.55,Central,Consumer,0.08767484289479019,138.124,Yes,2024-10
30b24d8a-ae1b-43fb-9964-c9ae80d62c35,2024-06-10,Want Technology,Technology,Phones,53.65,6,0.1,7.81,South,Corporate,0.1455731593662628,8.941666666666666,No,2024-06
b0896358-6008-4396-919b-17665c0746cf,2024-12-22,Center Furniture,Furniture,Chairs,708.61,9,0.0,47.32,South,Home Office,0.06677862293786427,78.73444444444445,No,2024-12
e12fa4ca-1ae2-4876-8c97-90826ac6b633,2024-09-13,Hotel Office Supplies,Office Supplies,Paper,586.68,3,0.3,40.55,East,Corporate,0.06911774732392446,195.55999999999997,Yes,2024-09
46cf17b4-2c1e-4568-aa90-3db6669499b9,2024-08-28,Mouth Furniture,Furniture,Tables,217.98,4,0.0,22.46,East,Corporate,0.10303697586934582,54.495,No,2024-08
f03693db-5253-4b1d-80ce-5445eab0ea9f,2024-10-17,Drive Office Supplies,Office Supplies,Binders,865.96,3,0.3,46.52,West,Consumer,0.05372072613053721,288.65333333333336,Yes,2024-10
5ae17098-7380-4c06-b851-e961238c8b4d,2025-02-23,Budget Office Supplies,Office Supplies,Binders,865.42,4,0.2,63.94,South,Home Office,0.07388320122021677,216.355,No,2025-02
1f74be6a-6ca0-4be7-8c26-e8b5da8fad4b,2025-01-10,Maybe Office Supplies,Office Supplies,Paper,860.01,4,0.1,148.34,South,Consumer,0.17248636643759957,215.0025,No,2025-01
58904b51-730c-44cb-bcf8-65afee64506c,2025-04-30,Each Furniture,Furniture,Tables,230.69,4,0.3,22.89,Central,Consumer,0.09922406692964585,57.6725,Yes,2025-04
dc55f172-04be-43a5-9fde-658d16806ba1,2024-09-29,Make Technology,Technology,Accessories,514.31,9,0.2,98.17,Central,Home Office,0.19087709747039724,57.145555555555546,No,2024-09
49b0efc2-32c6-4d17-ba7a-a1259c55af27,2024-07-02,Building Technology,Technology,Accessories,962.91,5,0.0,63.8,West,Home Office,0.06625749031581352,192.582,No,2024-07
97038995-0bc2-41f9-9cdd-e9da7796abb3,2024-07-04,Door Furniture,Furniture,Tables,610.15,9,0.0,65.76,Central,Corporate,0.10777677620257314,67.79444444444444,No,2024-07
3f066b5a-82c6-4d44-b4f7-0e9c59d49541,2024-12-08,Natural Office Supplies,Office Supplies,Paper,711.7,1,0.1,74.47,Central,Consumer,0.10463678516228747,711.7,No,2024-12
d5425108-21c7-45e7-aeb8-6ceb896b78f6,2025-02-08,Tell Technology,Technology,Copiers,320.78,2,0.2,40.44,Central,Home Office,0.12606770995697986,160.39,No,2025-02
2e67877b-9370-4222-a078-16d3e7bd01f0,2024-06-21,Former Office Supplies,Office Supplies,Binders,700.24,9,0.1,55.16,Central,Corporate,0.07877299211698846,77.80444444444444,No,2024-06
9c332eba-cd91-4645-9960-023cc335bde8,2025-03-22,Number Office Supplies,Office Supplies,Binders,573.41,7,0.0,54.81,West,Home Office,0.09558605535306326,81.91571428571429,No,2025-03
d1f6052a-7163-4aa9-8fb9-037165ffc93b,2024-07-24,Before Technology,Technology,Accessories,447.37,4,0.3,75.63,Central,Corporate,0.16905469745400897,111.8425,Yes,2024-07
0909b262-932b-4520-a09b-f4f73801a0df,2024-12-14,Behavior Office Supplies,Office Supplies,Paper,520.3,10,0.2,33.3,East,Corporate,0.06400153757447627,52.029999999999994,No,2024-12
75ce6292-c1f1-4580-8ea1-bb49971428e9,2025-05-06,Realize Technology,Technology,Copiers,808.5,3,0.0,46.03,Central,Consumer,0.0569325912183055,269.5,No,2025-05
a2a68fb9-022b-429d-8708-69735c47a53b,2025-03-26,Offer Furniture,Furniture,Bookcases,420.3,10,0.1,66.3,East,Corporate,0.15774446823697358,42.03,No,2025-03
9134e3d3-4259-424e-be59-bbfb7f4a4976,2024-06-26,Summer Furniture,Furniture,Tables,156.1,1,0.0,26.03,South,Consumer,0.16675208199871877,156.1,No,2024-06
a7ef2f1e-717f-4a49-8592-074d2705fa6f,2024-07-04,Attention Technology,Technology,Phones,561.83,2,0.3,39.33,South,Consumer,0.07000338180588433,280.915,Yes,2024-07
e9d1e2d9-6927-430b-915a-81640b700d5d,2024-11-04,Main Furniture,Furniture,Bookcases,616.53,9,0.3,107.64,Central,Corporate,0.1745900442800837,68.50333333333333,Yes,2024-11
b6912b2d-ca33-4113-97c5-28ce824b262d,2024-08-13,West Office Supplies,Office Supplies,Binders,862.88,8,0.2,140.45,West,Home Office,0.16276886704987947,107.86,No,2024-08
7ea7fa95-3353-47ef-8558-407f77a8f41e,2024-10-05,Wife Office Supplies,Office Supplies,Binders,246.85,8,0.0,38.76,South,Home Office,0.1570184322463034,30.85625,No,2024-10
0da31e22-ca63-459e-95bc-def96f955d64,2025-02-07,Protect Technology,Technology,Accessories,894.1,2,0.1,64.93,Central,Corporate,0.07262051224695225,447.05,No,2025-02
6704f45d-7dbd-4cf6-a7bc-8e739be9463a,2025-02-11,Store Furniture,Furniture,Bookcases,221.81,7,0.3,22.1,West,Home Office,0.09963482259591543,31.687142857142856,Yes,2025-02
9561d8ed-df34-48a3-b54a-a50eda61a428,2024-07-11,Here Furniture,Furniture,Tables,834.56,7,0.0,148.98,East,Consumer,0.17851322852760737,119.22285714285714,No,2024-07
972de13f-2a4f-45ca-90d8-66ae64da1d57,2024-08-21,Republican Office Supplies,Office Supplies,Binders,943.31,5,0.3,167.93,South,Consumer,0.17802207121730929,188.66199999999998,Yes,2024-08
0028a2f4-b69e-4537-8231-d9c4bfd79d79,2025-01-29,According Furniture,Furniture,Bookcases,227.23,7,0.3,12.35,West,Corporate,0.0543502178409541,32.46142857142857,Yes,2025-01
856f5a50-16a9-4060-8622-0f38beeaa9b1,2025-03-05,Source Furniture,Furniture,Bookcases,173.39,8,0.1,34.18,South,Home Office,0.19712786204510066,21.67375,No,2025-03
a0c25398-6d1f-4434-896f-1f967b856453,2024-11-22,Rule Office Supplies,Office Supplies,Paper,568.75,1,0.0,83.27,South,Home Office,0.1464087912087912,568.75,No,2024-11
50a2c471-d11a-408c-83f7-dd12b26bd61e,2025-03-24,Page Technology,Technology,Accessories,267.55,6,0.1,31.63,West,Consumer,0.11822089329097364,44.59166666666667,No,2025-03
fe764a04-94ac-4b71-bbca-8007a6db3371,2024-08-20,Consumer Furniture,Furniture,Tables,259.75,2,0.3,13.74,Central,Corporate,0.05289701636188643,129.875,Yes,2024-08
2e677485-7468-4a3c-89c6-28ef28dc3d50,2025-03-17,Kind Office Supplies,Office Supplies,Paper,653.64,1,0.0,125.79,Central,Consumer,0.19244538277951168,653.64,No,2025-03
009d957d-2dc3-4af5-8830-00467e9d5d8b,2025-05-23,White Technology,Technology,Phones,134.96,2,0.1,16.16,West,Consumer,0.11973918197984587,67.48,No,2025-05
fa381073-b6aa-4112-9a86-486280c3993c,2025-04-23,Rate Furniture,Furniture,Tables,611.18,2,0.1,119.0,West,Home Office,0.19470532412709843,305.59,No,2025-04
5eda0686-5493-4143-a817-6a68d8cd1231,2025-01-25,Network Technology,Technology,Copiers,580.04,7,0.3,110.92,East,Corporate,0.19122819115923043,82.86285714285714,Yes,2025-01
a2c64bca-fe6e-4e6c-b96f-a508ea5000fc,2025-01-29,Region Technology,Technology,Phones,700.22,5,0.0,118.64,West,Consumer,0.16943246408271687,140.044,No,2025-01
eeff8ef3-3652-4480-8c74-e0a7a4497280,2024-12-28,Because Office Supplies,Office Supplies,Paper,434.09,6,0.0,54.65,Central,Home Office,0.12589555161372065,72.34833333333333,No,2024-12
25b0bb71-5fe9-4983-8c4a-096ba35e7a59,2024-10-17,Unit Furniture,Furniture,Chairs,114.48,6,0.3,17.87,South,Corporate,0.15609713487071977,19.080000000000002,Yes,2024-10
b5a8b046-ee4c-40d5-b484-7ab4b287311a,2025-01-26,Manager Furniture,Furniture,Chairs,810.12,9,0.3,97.0,Central,Home Office,0.11973534784970127,90.01333333333334,Yes,2025-01
3d9822c7-ee16-4203-a734-b400b3cdbfec,2024-12-06,Sell Office Supplies,Office Supplies,Art,853.2,2,0.2,155.49,Central,Corporate,0.1822433192686357,426.6,No,2024-12
c52f27ce-e96e-40bc-8790-24e5eed0d0b8,2024-08-11,Such Technology,Technology,Accessories,38.41,6,0.1,4.73,South,Corporate,0.12314501431918773,6.401666666666666,No,2024-08
b1089668-cf01-4880-a880-d86920ca2bb0,2024-11-09,Today Furniture,Furniture,Tables,881.52,5,0.0,112.39,Central,Corporate,0.12749568926399854,176.304,No,2024-11
e942bb1e-26f1-4d12-a1f1-0018cc82db43,2024-08-16,Organization Technology,Technology,Phones,412.36,9,0.1,63.33,West,Home Office,0.15357939664370937,45.81777777777778,No,2024-08
f930d5a5-e7d7-4dc4-8f00-97ad7aee3d2f,2024-09-12,Fight Office Supplies,Office Supplies,Art,795.0,2,0.2,66.18,South,Corporate,0.08324528301886794,397.5,No,2024-09
9037c874-d3a9-4ab4-b7cc-cdcff9d7402f,2024-08-10,Box Office Supplies,Office Supplies,Paper,585.74,8,0.2,66.67,Central,Home Office,0.11382183221224434,73.2175,No,2024-08
560efb09-bc62-41fa-9bc4-c708e5172c9d,2024-11-13,Lead Office Supplies,Office Supplies,Art,705.83,5,0.2,61.91,Central,Corporate,0.08771233866511766,141.166,No,2024-11
1c571dc6-8213-4ac6-a9f4-a7f17b4f707a,2025-02-03,Single Technology,Technology,Copiers,128.36,9,0.1,10.11,West,Corporate,0.07876285447179805,14.262222222222224,No,2025-02
5cabb585-6ec4-4de6-a724-1a2a08a6ba6e,2024-09-19,Security Office Supplies,Office Supplies,Binders,593.69,9,0.2,117.0,Central,Home Office,0.19707254627836074,65.96555555555557,No,2024-09
7809a1e5-e813-47f9-9e5f-cb9841009ffb,2025-03-13,Production Technology,Technology,Accessories,187.65,1,0.1,17.1,West,Corporate,0.09112709832134293,187.65,No,2025-03
fff82b28-21c9-40b7-a668-ea2c7185462c,2025-01-20,Campaign Technology,Technology,Copiers,944.65,8,0.0,170.89,Central,Home Office,0.18090297993966017,118.08125,No,2025-01
21b3f6f1-9870-40b9-8b34-04fc64ebdf14,2024-06-21,But Office Supplies,Office Supplies,Binders,446.06,3,0.0,39.2,South,Corporate,0.08788055418553559,148.68666666666667,No,2024-06
dbf3ff1d-efec-4011-a4d1-ef9002c763e2,2024-07-21,Which Furniture,Furniture,Chairs,496.83,10,0.0,36.15,East,Corporate,0.07276130668437897,49.683,No,2024-07
269d8f63-9e3a-4fff-bc84-fb384a5778a1,2025-03-17,Purpose Office Supplies,Office Supplies,Binders,127.27,7,0.1,21.17,East,Consumer,0.16633927869882928,18.181428571428572,No,2025-03
4acbbc04-9dd6-4f9f-8c71-74b55e9eb02f,2024-11-28,Arm Furniture,Furniture,Tables,861.56,7,0.2,116.56,South,Corporate,0.1352894749059845,123.08,No,2024-11
e0a078a6-019a-4fcc-b687-3df4cdcda3f8,2025-01-28,Business Technology,Technology,Copiers,629.26,5,0.0,46.29,East,Consumer,0.07356259733655404,125.852,No,2025-01
984c38b7-8688-419a-ac5a-4e3fdd1c72dd,2024-06-10,Feel Technology,Technology,Copiers,12.65,8,0.3,1.19,East,Consumer,0.09407114624505929,1.58125,Yes,2024-06
66fb998e-af66-4343-b470-75359fa95785,2024-11-18,Find Technology,Technology,Accessories,861.01,2,0.1,162.37,Central,Home Office,0.1885808527194806,430.505,No,2024-11
92003485-76fd-4ddd-b9b9-07861feadf50,2025-01-07,Usually Office Supplies,Office Supplies,Art,123.63,4,0.1,23.03,West,Corporate,0.1862816468494702,30.9075,No,2025-01
2fa26d2c-902c-41a7-b709-4f8fc580fddb,2024-07-03,Class Technology,Technology,Phones,794.7,10,0.2,92.08,East,Consumer,0.11586762300239083,79.47,No,2024-07
c371cf9d-23c9-4a0c-9265-5dc546415d66,2024-09-27,Any Furniture,Furniture,Bookcases,408.48,5,0.3,47.25,Central,Home Office,0.11567273795534665,81.696,Yes,2024-09
b48685e2-4767-4b47-be90-b2c7bc77ad1e,2024-09-07,Environmental Office Supplies,Office Supplies,Paper,329.1,5,0.0,20.96,South,Home Office,0.0636888483743543,65.82000000000001,No,2024-09
0de2ee6f-b5c2-4fe3-97a7-b65f67c9c0c7,2025-04-23,Me Office Supplies,Office Supplies,Art,823.21,10,0.0,135.39,East,Home Office,0.1644659321436814,82.321,No,2025-04
914c6857-a119-464b-8211-95aeadf3d9e7,2024-12-07,Book Technology,Technology,Accessories,189.67,10,0.3,27.54,South,Corporate,0.14519955712553384,18.967,Yes,2024-12
bbf02f12-9857-4e09-bdfb-d8655332bc02,2025-02-06,Career Furniture,Furniture,Chairs,414.26,6,0.0,74.01,South,Corporate,0.1786559165741322,69.04333333333334,No,2025-02
f22a31b9-345f-4352-99fe-6d65f6fd2b16,2024-10-04,Art Furniture,Furniture,Tables,665.96,7,0.0,78.73,South,Corporate,0.11822031353234429,95.13714285714286,No,2024-10
1896edb5-164c-410a-aba7-f005a7247028,2024-10-30,Add Furniture,Furniture,Tables,970.48,7,0.0,144.26,Central,Consumer,0.1486480916659797,138.64000000000001,No,2024-10
0bc082a0-4654-484c-94bc-793ab3ae16b6,2024-07-25,Social Office Supplies,Office Supplies,Binders,195.71,6,0.3,28.15,South,Consumer,0.143835266465689,32.61833333333333,Yes,2024-07
36143eeb-0515-4e8e-8cd4-3ee6153450ee,2024-09-04,Its Technology,Technology,Phones,139.7,5,0.3,25.44,Central,Home Office,0.1821045096635648,27.939999999999998,Yes,2024-09
e36fdb93-0b8a-43f2-864d-3a7dcab8156d,2024-11-28,Sense Furniture,Furniture,Chairs,612.78,4,0.1,59.2,East,Home Office,0.09660889715721793,153.195,No,2024-11
6a8df6eb-1d77-4084-bda0-4cd543740ea2,2025-01-03,Individual Technology,Technology,Copiers,232.45,2,0.3,44.64,South,Consumer,0.19204129920412993,116.225,Yes,2025-01
312bb025-6b4a-409c-b428-c7fbdedccbc1,2024-06-27,Thank Office Supplies,Office Supplies,Paper,298.94,5,0.3,52.38,South,Home Office,0.17521910751321337,59.788,Yes,2024-06
4662d5fc-065d-4096-8aec-ba52ff193165,2025-05-07,Life Furniture,Furniture,Chairs,153.2,4,0.1,27.52,South,Home Office,0.17963446475195824,38.3,No,2025-05
f6d22b64-c0ff-405d-969a-75af3bda40c5,2024-12-16,Read Furniture,Furniture,Tables,274.5,1,0.2,43.62,Central,Home Office,0.1589071038251366,274.5,No,2024-12
b164fc22-e307-4b51-a77c-094d501ac031,2025-01-15,Skin Office Supplies,Office Supplies,Art,452.08,8,0.2,45.15,South,Consumer,0.09987170412316404,56.51,No,2025-01
5b8f1f02-99f0-4a4b-a6ad-9706c0b0b297,2024-08-14,My Office Supplies,Office Supplies,Binders,870.91,4,0.3,74.06,South,Corporate,0.08503748952245353,217.7275,Yes,2024-08
6cc762b5-2d20-4dda-ac60-ef0454a92c65,2024-10-28,Watch Furniture,Furniture,Chairs,478.25,7,0.3,94.82,Central,Home Office,0.19826450601150025,68.32142857142857,Yes,2024-10
938df3b4-04f4-494c-8f9f-05029831c7f3,2024-08-30,Left Office Supplies,Office Supplies,Paper,134.98,10,0.2,24.36,South,Consumer,0.18047118091569123,13.498,No,2024-08
394fee8d-50ac-402e-a366-2c3e09fe24f5,2024-11-05,Begin Furniture,Furniture,Chairs,725.22,7,0.1,44.4,South,Consumer,0.06122280135682965,103.60285714285715,No,2024-11
7600d02f-b400-4b65-8f46-e409a502d1ce,2024-08-25,Hard Furniture,Furniture,Tables,89.51,6,0.3,17.29,South,Home Office,0.19316277510892635,14.918333333333335,Yes,2024-08
e25492d6-8e38-4fc9-93b3-15d97ab5f493,2024-11-19,Interview Office Supplies,Office Supplies,Art,45.54,2,0.1,6.59,South,Home Office,0.14470794905577514,22.77,No,2024-11
cef31032-345f-4e62-9255-c39d149a68fc,2024-06-01,Or Furniture,Furniture,Chairs,978.55,2,0.3,73.35,East,Corporate,0.07495784579224363,489.275,Yes,2024-06
2b47857d-d212-48d8-95ad-0fef609683c2,2024-08-22,Pick Furniture,Furniture,Chairs,798.18,5,0.2,84.79,East,Corporate,0.10622917136485506,159.636,No,2024-08
4439ec32-f83b-4d50-aba9-33d4bec0fdbe,2024-07-23,Thing Technology,Technology,Phones,684.98,3,0.1,52.24,South,Home Office,0.076265000437969,228.32666666666668,No,2024-07
ddfa7328-892f-43cd-845c-64c9957c2cea,2024-08-11,Everybody Office Supplies,Office Supplies,Binders,913.7,3,0.1,108.89,West,Corporate,0.11917478384590127,304.56666666666666,No,2024-08
e8c7f5ca-b718-4495-b8f8-b471c31c1e91,2025-01-10,Cause Furniture,Furniture,Tables,19.3,8,0.2,2.93,Central,Home Office,0.15181347150259067,2.4125,No,2025-01
43b44976-11db-4d26-bb97-32c7e5728c59,2024-11-21,Especially Technology,Technology,Phones,987.78,5,0.3,151.67,South,Corporate,0.15354633622871489,197.55599999999998,Yes,2024-11
25df1ba7-c254-4af9-a54d-a38bb2f17227,2024-10-24,Hair Furniture,Furniture,Tables,854.8,2,0.1,91.64,West,Corporate,0.10720636406176884,427.4,No,2024-10
4055e1bd-9e52-4843-9800-69a5c796a20b,2025-05-17,Most Furniture,Furniture,Bookcases,302.28,7,0.2,15.48,Central,Home Office,0.05121079793568877,43.18285714285714,No,2025-05
5b22ec44-3934-4251-b4e7-1c1124959a0f,2024-08-16,Support Office Supplies,Office Supplies,Art,747.72,5,0.1,105.47,East,Home Office,0.14105547531161397,149.544,No,2024-08
f0a04541-4e58-4ecf-ab2e-af4c7615cc1e,2024-07-17,Wind Furniture,Furniture,Chairs,258.12,3,0.0,47.88,West,Home Office,0.18549511854951187,86.04,No,2024-07
5d15998f-5e62-49af-9cb5-1e6519eff372,2025-04-06,Fear Office Supplies,Office Supplies,Paper,43.03,6,0.1,2.73,Central,Corporate,0.0634441087613293,7.171666666666667,No,2025-04
2876456d-187d-422b-aa4e-94eb88116724,2024-10-23,Wind Furniture,Furniture,Tables,208.79,9,0.2,27.07,South,Consumer,0.12965180324728195,23.198888888888888,No,2024-10
055d630e-0427-498e-8fab-3beb67be1da4,2025-05-23,Really Furniture,Furniture,Chairs,967.71,5,0.2,165.13,Central,Corporate,0.17063996445216023,193.542,No,2025-05
9f6fcbd1-acb1-4598-b6e7-44542abd817e,2024-08-01,Teacher Furniture,Furniture,Chairs,861.54,7,0.2,54.75,West,Consumer,0.06354899366251132,123.07714285714285,No,2024-08
f920e068-cb1a-42d9-9518-51625f9e253b,2024-10-25,Agency Furniture,Furniture,Chairs,132.35,6,0.2,18.22,Central,Home Office,0.1376652814506989,22.058333333333334,No,2024-10
83b3e88b-121f-4e94-b45a-08603a06d7f5,2025-01-17,Whole Office Supplies,Office Supplies,Binders,241.48,1,0.2,45.23,East,Home Office,0.18730329633924134,241.48,No,2025-01
efe129a1-2b8d-4058-8751-abcae981f329,2024-06-09,Common Technology,Technology,Copiers,825.62,5,0.3,55.73,East,Home Office,0.06750078728712967,165.124,Yes,2024-06
3fc1ecc1-000f-4d5e-a9d9-8c3185886923,2024-12-02,Newspaper Technology,Technology,Phones,124.96,4,0.1,13.53,Central,Corporate,0.10827464788732394,31.24,No,2024-12
23b41dce-cf29-4ec0-8ec9-03dc88a09777,2024-09-06,Decide Furniture,Furniture,Bookcases,744.85,3,0.3,110.42,South,Home Office,0.14824461300933073,248.28333333333333,Yes,2024-09
ad977439-31f5-49dc-84d5-c169f13b03c8,2024-07-14,Threat Furniture,Furniture,Bookcases,42.39,6,0.1,4.94,South,Corporate,0.1165369190846898,7.065,No,2024-07
